2017-12-25 13:28:58,741 INFO [org.springframework.context.support.AbstractApplicationContext:583] Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@28d1bb21: startup date [Mon Dec 25 13:28:58 CST 2017]; root of context hierarchy
2017-12-25 13:28:59,335 INFO [org.hibernate.validator.internal.util.Version:30] HV000001: Hibernate Validator 5.3.5.Final
2017-12-25 13:28:59,465 INFO [org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor:155] JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-12-25 13:28:59,633 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$8515b10c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:00,790 INFO [org.springframework.boot.SpringApplication:597] The following profiles are active: core
2017-12-25 13:29:00,893 INFO [org.springframework.context.support.AbstractApplicationContext:583] Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@65f39a25: startup date [Mon Dec 25 13:29:00 CST 2017]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@28d1bb21
2017-12-25 13:29:04,031 WARN [org.springframework.context.annotation.AutoProxyRegistrar:82] AutoProxyRegistrar was imported but no annotations were found having both 'mode' and 'proxyTargetClass' attributes of type AdviceMode and boolean respectively. This means that auto proxy creator registration and configuration may not have occurred as intended, and components may not be proxied as expected. Check to ensure that AutoProxyRegistrar has been @Import'ed on the same class where these annotations are declared; otherwise remove the import of AutoProxyRegistrar altogether.
2017-12-25 13:29:04,925 INFO [org.springframework.beans.factory.support.DefaultListableBeanFactory:828] Overriding bean definition for bean 'retryTemplate' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$RetryAutoConfiguration; factoryMethodName=retryTemplate; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/cloud/client/loadbalancer/LoadBalancerAutoConfiguration$RetryAutoConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.cloud.netflix.feign.ribbon.FeignRibbonClientAutoConfiguration; factoryMethodName=retryTemplate; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/cloud/netflix/feign/ribbon/FeignRibbonClientAutoConfiguration.class]]
2017-12-25 13:29:05,302 INFO [org.springframework.cloud.context.scope.GenericScope:263] BeanFactory id=3e253dc3-b4e8-36da-b2cc-539b6a860d67
2017-12-25 13:29:05,394 INFO [org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor:155] JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-12-25 13:29:05,853 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$68fbae0f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:06,320 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$b20de42d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:06,417 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration' of type [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration$$EnhancerBySpringCGLIB$$a681a8d1] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:06,479 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'spring.cache-org.springframework.boot.autoconfigure.cache.CacheProperties' of type [org.springframework.boot.autoconfigure.cache.CacheProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:06,535 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'cacheManagerCustomizers' of type [org.springframework.boot.autoconfigure.cache.CacheManagerCustomizers] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:06,549 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'org.springframework.boot.autoconfigure.cache.SimpleCacheConfiguration' of type [org.springframework.boot.autoconfigure.cache.SimpleCacheConfiguration$$EnhancerBySpringCGLIB$$481d1bb2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:06,589 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'cacheManager' of type [org.springframework.cache.concurrent.ConcurrentMapCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:06,606 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'cacheAutoConfigurationValidator' of type [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration$CacheManagerValidator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:06,662 INFO [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:325] Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$8515b10c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-25 13:29:08,396 INFO [org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer:89] Tomcat initialized with port(s): 19061 (http)
2017-12-25 13:29:08,447 INFO [org.apache.juli.logging.DirectJDKLog:179] Starting service [Tomcat]
2017-12-25 13:29:08,449 INFO [org.apache.juli.logging.DirectJDKLog:179] Starting Servlet Engine: Apache Tomcat/8.5.20
2017-12-25 13:29:08,723 INFO [org.apache.juli.logging.DirectJDKLog:179] Initializing Spring embedded WebApplicationContext
2017-12-25 13:29:08,723 INFO [org.springframework.boot.context.embedded.EmbeddedWebApplicationContext:276] Root WebApplicationContext: initialization completed in 7830 ms
2017-12-25 13:29:10,151 INFO [org.springframework.boot.web.servlet.ServletRegistrationBean:190] Mapping servlet: 'dispatcherServlet' to [/]
2017-12-25 13:29:10,154 INFO [org.springframework.boot.web.servlet.ServletRegistrationBean:190] Mapping servlet: 'com.iebm.pfds.commons.config.servlet.DruidStatViewServlet' to [/druid/*]
2017-12-25 13:29:10,168 INFO [org.springframework.boot.web.servlet.AbstractFilterRegistrationBean:258] Mapping filter: 'characterEncodingFilter' to: [/*]
2017-12-25 13:29:10,169 INFO [org.springframework.boot.web.servlet.AbstractFilterRegistrationBean:258] Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2017-12-25 13:29:10,170 INFO [org.springframework.boot.web.servlet.AbstractFilterRegistrationBean:258] Mapping filter: 'httpPutFormContentFilter' to: [/*]
2017-12-25 13:29:10,170 INFO [org.springframework.boot.web.servlet.AbstractFilterRegistrationBean:258] Mapping filter: 'requestContextFilter' to: [/*]
2017-12-25 13:29:10,171 INFO [org.springframework.boot.web.servlet.AbstractFilterRegistrationBean:271] Mapping filter: 'com.iebm.pfds.commons.config.filter.CorsFilter' to urls: [/*]
2017-12-25 13:29:10,171 INFO [org.springframework.boot.web.servlet.AbstractFilterRegistrationBean:271] Mapping filter: 'druidWebStatFilter' to urls: [/*]
2017-12-25 13:29:10,615 INFO [com.iebm.pfds.commons.config.DruidConfiguration$Druid:44] DruidConfiguration init completed................
2017-12-25 13:29:12,372 INFO [com.alibaba.druid.pool.DruidDataSource:715] {dataSource-1} inited
2017-12-25 13:29:12,608 INFO [org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:349] Building JPA container EntityManagerFactory for persistence unit 'default'
2017-12-25 13:29:12,663 INFO [org.hibernate.jpa.internal.util.LogHelper:31] HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2017-12-25 13:29:13,007 INFO [org.hibernate.Version:37] HHH000412: Hibernate Core {5.0.12.Final}
2017-12-25 13:29:13,012 INFO [org.hibernate.cfg.Environment:213] HHH000206: hibernate.properties not found
2017-12-25 13:29:13,016 INFO [org.hibernate.cfg.Environment:317] HHH000021: Bytecode provider name : javassist
2017-12-25 13:29:13,196 INFO [org.hibernate.annotations.common.reflection.java.JavaReflectionManager:66] HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2017-12-25 13:29:13,638 INFO [org.hibernate.dialect.Dialect:156] HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2017-12-25 13:29:15,064 INFO [org.springframework.orm.jpa.AbstractEntityManagerFactoryBean:379] Initialized JPA EntityManagerFactory for persistence unit 'default'
2017-12-25 13:29:17,053 INFO [org.springframework.context.support.AbstractApplicationContext:583] Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@3744a3ea: startup date [Mon Dec 25 13:29:17 CST 2017]; parent: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@65f39a25
2017-12-25 13:29:17,170 INFO [org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor:155] JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-12-25 13:29:19,435 WARN [com.iebm.pfds.service.rpc.user.DrugFeignFallbackFactory:16] error on invoke pfds-drug cause by null
2017-12-25 13:29:24,556 INFO [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter:534] Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@65f39a25: startup date [Mon Dec 25 13:29:00 CST 2017]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@28d1bb21
2017-12-25 13:29:25,134 INFO [org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry:543] Mapped "{[/user/drug/get],methods=[GET]}" onto public com.iebm.pfds.commons.core.web.ResponseMessage com.iebm.pfds.user.controller.UserController.getDrug()
2017-12-25 13:29:25,137 INFO [org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry:543] Mapped "{[/user/{userId}],methods=[GET]}" onto public com.iebm.pfds.commons.core.web.ResponseMessage com.iebm.pfds.user.controller.UserController.getByUserId(java.lang.Long)
2017-12-25 13:29:25,142 INFO [org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry:543] Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2017-12-25 13:29:25,143 INFO [org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry:543] Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2017-12-25 13:29:25,722 INFO [org.springframework.web.servlet.handler.AbstractUrlHandlerMapping:362] Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-25 13:29:25,723 INFO [org.springframework.web.servlet.handler.AbstractUrlHandlerMapping:362] Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-25 13:29:25,830 INFO [org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver:273] Detected @ExceptionHandler methods in controllerEnhancerment
2017-12-25 13:29:26,115 INFO [org.springframework.web.servlet.handler.AbstractUrlHandlerMapping:362] Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-25 13:29:29,844 INFO [org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer:58] LiveReload server is running on port 35729
2017-12-25 13:29:30,405 WARN [com.netflix.config.sources.URLConfigurationSource:121] No URLs will be polled as dynamic configuration sources.
2017-12-25 13:29:30,407 INFO [com.netflix.config.sources.URLConfigurationSource:122] To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2017-12-25 13:29:30,429 WARN [com.netflix.config.sources.URLConfigurationSource:121] No URLs will be polled as dynamic configuration sources.
2017-12-25 13:29:30,431 INFO [com.netflix.config.sources.URLConfigurationSource:122] To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2017-12-25 13:29:30,903 INFO [org.springframework.jmx.export.MBeanExporter:431] Registering beans for JMX exposure on startup
2017-12-25 13:29:30,906 INFO [org.springframework.jmx.export.MBeanExporter:916] Bean with name 'dataSource' has been autodetected for JMX exposure
2017-12-25 13:29:31,024 INFO [org.springframework.jmx.export.MBeanExporter:916] Bean with name 'refreshScope' has been autodetected for JMX exposure
2017-12-25 13:29:31,025 INFO [org.springframework.jmx.export.MBeanExporter:916] Bean with name 'environmentManager' has been autodetected for JMX exposure
2017-12-25 13:29:31,027 INFO [org.springframework.jmx.export.MBeanExporter:916] Bean with name 'configurationPropertiesRebinder' has been autodetected for JMX exposure
2017-12-25 13:29:31,034 INFO [org.springframework.jmx.export.MBeanExporter:678] Located managed bean 'environmentManager': registering with JMX server as MBean [org.springframework.cloud.context.environment:name=environmentManager,type=EnvironmentManager]
2017-12-25 13:29:31,080 INFO [org.springframework.jmx.export.MBeanExporter:678] Located managed bean 'refreshScope': registering with JMX server as MBean [org.springframework.cloud.context.scope.refresh:name=refreshScope,type=RefreshScope]
